8.65,9.93,1
5.95,8.85,2
1.1,-8.59,1
-7.68,6.72,3
-1.86,9.62,0
-2.59,-5.74,1
8.71,-9.86,3
9.89,-0.51,2
2.86,-4.6,3
2.65,5.83,1
3.24,7.45,0
-7.98,-0.35,3
7.09,-5.47,0
-0.09,-9.55,3
-3.21,4.55,3
5.45,7.83,2
-2.53,-6.38,3
2.7,5.84,3
-4.53,8.82,3
-6.52,8.73,0
-0.61,4.57,3
3.9,3.26,3
6.73,8.08,2
-9.52,0.74,2
-7.19,2.41,0
3.48,-6.9,3
7.21,-0.75,2
0.35,-4.19,0
-9.19,5.06,2
6.39,6.91,2
5.67,2.37,2
4.78,-7.24,0
2.79,0.46,1
-7.6,-3.63,0
-6.93,7.27,3
9.94,-3.85,3
-2.05,-4.35,1
-5.12,-6.74,2
1.4,-5.77,2
-5.53,4.99,1
1.94,-5.43,2
4.29,-1.43,1
-9.52,7.38,0
5.23,-5.95,0
0.82,9.88,0
-6.69,0.42,1
3.92,-1.57,3
3.85,-1.9,0
3.18,-8.52,1
8.95,5.99,3
-6.4,9.34,2
-2.91,6.6,3
0.22,2.3,0
6.46,-2.43,3
2.0,1.5,1
-7.65,9.89,3
1.84,2.34,2
-7.12,4.61,3
7.36,-0.95,3
-1.59,1.66,3
-9.17,-7.83,3
8.66,-7.59,3
-3.51,6.23,1
-5.86,-5.97,2
-3.36,-8.59,0
-1.73,-3.34,0
-9.64,0.92,0
-2.59,-2.04,0
3.86,9.64,2
-7.86,-6.86,3
4.5,5.55,1
-0.53,-4.18,0
-6.42,-6.36,3
-3.74,7.02,3
-9.46,-9.82,0
1.98,-0.57,2
4.93,-3.29,3
-3.04,-8.14,0
-6.71,5.86,0
-6.87,5.19,0
-3.94,-5.53,2
0.5,7.23,0
-1.61,6.67,3
-3.86,6.67,0
3.88,2.97,3
7.2,3.77,2
1.97,-6.57,3
6.69,-2.59,3
-7.41,-1.33,3
3.81,-9.43,2
6.45,5.14,3
9.22,-9.13,2
-9.89,3.18,3
2.08,-1.83,0
6.93,2.64,3
-5.55,4.8,2
-1.85,-8.66,0
0.25,-0.6,2
5.85,5.95,2
6.11,1.3,1
4.79,9.04,1
-9.45,5.48,0
-9.57,1.46,3
2.53,-5.15,3
-3.04,1.22,2
-6.49,-6.6,0
-7.19,8.5,0
-7.12,8.51,1
8.34,-0.58,0
2.71,8.65,1
-6.25,1.93,1
-9.23,7.61,2
4.58,-9.92,2
-5.64,3.29,1
7.36,1.19,2
-9.34,-8.06,3
3.67,6.65,2
5.43,8.77,2
9.41,1.8,3
8.93,-6.89,3
5.91,7.88,3
5.41,9.81,1
4.39,1.36,2
-7.27,-0.49,3
-1.95,4.7,2
4.35,2.5,0
3.99,-2.1,1
-6.96,5.05,2
5.06,-0.45,0
2.27,6.36,2
0.34,5.26,1
1.36,4.15,3
4.45,-9.8,0
9.85,-0.61,2
7.88,2.32,1
-9.08,-1.71,3
-4.28,-1.84,2
3.6,9.54,1
-5.16,9.76,3
3.11,-3.87,1
1.12,-9.64,3
-5.39,4.72,3
-0.71,6.62,3
-7.08,8.31,0
-7.9,7.18,1
0.26,-4.1,1
-9.01,8.43,3
-3.63,5.15,1
-6.72,-4.64,0
-4.29,-0.29,2
5.8,9.9,0
2.66,9.97,3
-6.01,0.37,2
3.66,3.36,0
-7.74,5.31,3
-7.69,0.21,0
-0.14,7.46,2
-2.35,5.6,0
-8.98,-3.68,0
0.64,-6.4,2
1.96,-6.74,1
9.93,1.59,1
9.38,8.18,0
6.54,-5.7,1
-3.83,-5.46,3
-1.76,-1.2,0
8.56,-0.2,3
-9.43,0.65,0
7.65,-9.38,3
-2.73,3.69,2
8.08,-0.58,3
2.59,6.61,0
4.26,-9.84,0
5.83,-7.76,3
2.27,3.03,0
0.21,-5.09,1
-6.21,7.4,2
-7.94,-1.37,3
8.96,6.78,0
1.8,-1.9,2
4.29,8.66,3
-9.27,3.74,1
-1.65,-7.36,3
3.84,-6.69,3
-4.79,8.71,2
-0.45,5.18,0
8.77,-8.86,1
1.72,-3.09,1
-0.46,-9.33,3
2.6,2.5,1
1.82,-7.18,1
6.85,3.27,1
2.09,1.23,1
4.58,-9.56,1
-1.55,9.55,0
7.69,-8.78,3
-4.01,-1.79,0
-6.37,2.53,3
-3.64,6.17,0
4.17,2.1,1
2.74,-8.41,0
-4.15,8.44,3
5.13,1.27,0
2.62,2.75,0
-8.51,0.85,2
-5.69,1.89,0
-6.11,3.44,2
3.76,4.55,2
-7.41,-3.23,1
5.27,5.19,1
-6.31,9.37,0
-2.3,-3.35,2
4.17,-9.46,2
-8.73,-2.5,0
4.82,-5.1,3
-6.17,4.66,3
2.31,-6.02,1
-8.12,-0.81,2
4.48,8.44,3
-3.73,3.86,3
2.04,5.09,2
-1.93,7.63,1
-3.54,-8.59,3
9.81,-6.19,0
-6.65,-6.73,3
-1.44,-2.76,1
-6.64,3.0,0
-4.71,-7.08,3
4.89,6.37,0
1.0,9.75,2
-8.65,8.65,0
-9.87,1.2,2
-1.82,-0.5,3
-7.68,-7.9,0
8.43,1.63,0
-5.5,-1.34,3
6.53,4.69,3
-2.45,-2.36,2
6.5,0.56,2
-7.23,-9.67,2
-0.77,-5.16,2
7.66,9.11,0
6.7,3.63,3
-9.0,7.27,2
9.92,4.57,2
1.57,-8.88,1
