3.79,3.92
-0.78,8.23
6.59,9.02
3.5,3.04
9.36,5.81
5.51,6.96
0.53,0.69
6.28,9.46
9.19,8.75
5.4,2.17
6.18,5.27
0.85,0.52
5.39,3.37
3.99,9.06
