-2.86,9.44
1.01,3.07
1.61,4.27
1.04,7.27
-1.24,6.93
-2.13,7.23
-2.81,8.79
-0.84,3.29
2.76,4.02
3.47,9.11
-2.93,3.33
-2.37,6.02
0.88,2.2
-0.79,2.75
2.9,2.41
2.06,5.53
1.27,8.97
-0.17,5.63
2.94,7.24
1.18,6.11
-2.32,3.83
-1.48,2.53
3.99,2.39
2.32,6.73
3.55,6.97
-0.42,5.11
-1.68,4.85
-0.03,2.84
2.97,2.73
1.51,9.52
2.55,5.84
2.99,4.15
0.97,9.51
-0.32,5.25
-0.47,6.76
3.2,4.91
2.05,2.44
4.66,8.13
-1.61,2.47
3.12,8.26
-1.86,2.1
-0.62,3.97
3.13,2.55
-2.34,4.44
-0.27,5.83
4.72,3.11
2.89,8.77
0.56,4.66
4.05,8.49
-1.18,8.87
3.63,2.45
1.2,8.12
2.52,6.14
-0.53,4.4
3.71,3.0
3.72,7.08
3.19,4.34
4.95,2.29
0.45,6.24
2.85,8.03
-0.85,7.13
-2.47,3.71
0.09,5.78
1.53,8.3
4.83,3.05
-2.56,2.11
1.0,2.57
-1.9,6.12
-1.37,4.76
-1.87,8.73
4.74,8.31
2.76,9.07
3.64,9.91
-2.04,8.36
-2.5,8.4
0.44,2.21
0.39,9.12
3.7,2.56
4.86,3.02
-1.33,7.63
-1.56,3.95
-2.79,3.58
2.66,7.15
0.2,4.87
3.69,6.38
-0.5,6.98
-1.62,4.7
-0.46,4.75
-0.86,8.42
-2.93,9.78
0.68,3.21
2.92,9.51
2.95,3.45
3.36,2.85
-1.1,2.26
-2.43,2.89
3.57,5.83
2.35,4.89
1.68,8.0
-1.89,8.97
-2.05,2.98
2.5,6.85
1.61,8.3
3.4,2.17
-0.13,7.92
2.17,7.24
1.14,3.64
-1.46,3.77
-2.68,8.97
4.22,9.26
3.66,6.86
1.58,2.79
0.79,8.45
-0.09,5.26
-1.76,8.65
2.27,3.18
-2.47,7.44
2.74,5.19
2.04,4.44
2.69,8.98
4.54,9.14
3.93,3.75
3.8,5.63
0.27,8.15
-0.41,7.25
3.34,2.93
0.65,5.89
2.05,5.5
1.9,2.02
3.53,6.08
1.44,6.98
-0.26,5.75
3.07,6.63
1.12,6.28
4.19,3.89
4.95,4.54
1.17,9.32
4.84,9.03
0.79,9.22
3.88,8.59
-0.18,3.03
0.94,2.74
-1.06,4.36
2.83,7.98
2.99,3.39
1.41,2.49
-2.55,5.27
-0.77,2.04
0.64,9.07
2.85,8.7
2.92,7.02
-1.36,3.96
2.34,4.47
1.75,8.67
-0.01,4.89
1.0,5.95
2.76,9.52
-0.2,3.19
0.72,7.26
3.39,6.78
-1.66,5.95
-1.21,5.42
0.72,6.1
2.47,9.71
0.65,9.29
3.82,6.55
-2.73,3.28
-1.84,3.78
-0.82,3.07
3.67,9.97
4.35,4.96
2.28,9.1
3.69,6.75
0.25,4.78
3.59,5.17
3.47,7.87
-0.28,5.62
-2.99,6.54
-0.55,2.46
1.78,3.68
-0.44,7.68
2.22,6.51
0.57,8.55
4.02,6.99
1.57,9.46
3.66,7.73
-1.45,2.96
-1.94,2.9
4.03,6.91
-1.76,7.47
1.92,9.09
1.93,8.37
4.32,7.33
1.98,7.18
3.9,5.37
-2.37,5.96
0.69,7.39
-0.28,5.71
-0.99,9.09
-0.74,7.79
3.31,2.32
1.28,9.49
0.03,7.43
4.41,8.35
1.04,6.51
-0.8,8.41
4.42,3.85
-0.54,7.61
3.2,8.12
-0.44,8.37
0.79,9.82
0.89,4.28
2.16,3.7
-2.99,8.83
1.39,2.87
3.31,4.79
-2.38,2.11
-1.97,7.97
-1.48,7.03
4.71,5.14
-2.38,4.54
1.69,2.63
1.42,8.53
2.37,6.52
0.9,3.6
-2.65,2.63
1.84,3.69
-1.62,6.42
2.7,4.81
0.11,3.25
3.11,8.93
1.01,7.82
-0.41,5.15
-2.09,4.78
-0.07,2.64
3.42,9.03
-2.8,6.55
3.42,7.21
-2.6,8.69
4.37,5.98
0.82,8.95
2.78,9.81
4.76,9.06
4.66,3.55
-1.84,6.3
4.11,7.39
-2.54,6.0
1.17,9.32
-2.62,2.29
-0.62,2.59
2.12,6.28
-0.88,2.7
1.28,9.95
-0.65,4.35
1.49,3.9
-2.44,9.4
2.28,9.54
-1.64,8.46
2.25,9.2
0.2,3.23
-1.1,3.1
1.82,3.48
-2.36,7.92
-2.82,6.76
-0.05,6.42
-2.06,4.31
-1.93,2.36
-1.26,4.77
-2.2,6.87
-1.87,2.19
-1.56,6.22
3.48,6.34
4.4,6.74
-2.93,3.18
0.11,3.68
-2.93,2.98
-2.62,2.11
-0.23,5.69
4.47,6.96
2.53,9.37
3.83,9.95
-0.07,7.34
-1.14,7.47
2.8,6.92
1.9,2.4
3.85,2.04
4.65,3.08
4.78,7.95
-1.69,7.2
-1.17,4.55
3.1,7.68
0.77,9.7
3.91,6.23
-2.03,5.53
3.8,4.55
-2.01,4.12
-1.74,2.08
3.49,8.24
-1.92,6.4
-0.52,7.88
-1.82,3.97
1.96,3.02
3.58,2.25
0.31,7.67
-0.69,3.66
2.62,4.12
2.97,5.93
4.89,7.41
-1.97,9.76
1.87,6.4
1.65,3.99
2.35,9.88
-2.4,5.36
2.48,7.58
1.0,3.13
4.67,9.31
1.16,6.34
3.88,5.5
2.15,8.2
3.64,4.62
-0.53,3.78
3.08,8.78
-2.5,4.9
4.32,7.8
1.16,6.77
-0.45,9.3
-0.85,5.98
-0.72,4.02
1.78,9.79
2.14,6.96
0.31,2.05
0.08,3.85
2.38,8.07
3.71,4.44
-2.17,7.07
2.06,8.54
-0.3,9.68
-1.55,5.9
-2.22,9.86
